No.,Comment,Label
4361,skadi k dame thì làm b? th?t thôi,0
4362,skadi teamwipe cho d? awesome,0
4363,skady nhieu mana cho am ss,0
4364,skill omni nh? uther v?y,0
4365,slark 117 là t?i z?i,0
4366,Slark c?a ngài ?n chay nha anh em,0
4367,slark dame làm gì ?,0
4368,slark game tr??c ch? là 1 tai n?n,0
4369,slark lên ?? damage là ?? gì???,0
4370,slark lên ?? dmg à,0
4371,slark lên vanguard nh? am dc ko ta,0
4372,Slark real ?ây r?i,0
4373,slark sup v?y là xanh r,0
4374,slot tình th??ng c?a s1mple,0
4375,"slow hand thì nói slow hand, ae bi?t mà awesome",0
4376,smoke qu?,0
4377,smoke real,0
4378,smooya,0
4379,smooya sang thai chuyen gioi a sao manly the,0
4380,SMOYAAAAAAAAAAAA,0
4381,sniper mat tich roi luon nhi,0
4382,S? vl,1
4383,s?c nhi?t ?ó bro awesome,0
4384,s?c nhi?t? awesome,0
4385,s?c thi?t,0
4386,sohai vcl,1
4387,solo thôi,0
4388,s?ng ???c t?i lúc phá ward k mà gáy awesome,0
4389,"Sóng nhi?t, lên ae",0
4390,sp solo kill awesome,0
4391,sp5 15p g?y xanh. dink kout,0
4392,space,0
4393,speed vl ;)),1
4394,start 16000 ti?n h?t ah :)),0
4395,stream anh em c??i nhi?u k tryhard ?c,0
4396,stream t?i 8h30 mà còn ?n c?m thì tiêu cô Nghi ?i awesome,0
4397,stun luôn farm cho nhanh ngài,0
4398,Stun quy?t ?oán th?t,0
4399,stupid2k awesome,0
4400,styko h?i phòng :)),0
4401,súc mi?ng - 40 cmnr,1
4402,s?i nhanh vl,1
4403,s?i thôi awesome,0
4404,sup 5 này xanh th?,0
4405,Sure vkl,1
4406,suy?n gi?i ngh? luôn,0
4407,su?t,0
4408,swap lane thôi,0
4409,Swap né Q CM awesome,0
4410,t c?i t ?,1
4411,t nói tht ??y t ?au b?ng vl,1
4412,Ta ns r?i. Nyx này là Ngài ?ánh rôi,0
4413,tách ?? ra ...,0
4414,tag team v?i c? trung h?n hoi b?o ?n ?? bay awesome,0
4415,t?i trc lv6 th?y hard vl,1
4416,T?m bi?t anh suy?n,0
4417,t?m bi?t kennys,0
4418,t?m bi?t suy?n ca,0
4419,T?m bi?t suyênz,0
4420,t?m này lên skadi dí ???c ai,0
4421,t?m quát Kiên L??ng,0
4422,t?ng t?c ch?y farm nhanh h?n.,0
4423,t?ng t?c d? ch?a fan boi,0
4424,t?ng t?c nh? này v?t,0
4425,tanker à,0
4426,tap trung dien =)),0
4427,tay be,0
4428,Tay bé,0
4429,tay bé :)) ,0
4430,team 4 sup :V,0
4431,team 4 sup 1 tanker sao ?ánh,0
4432,team b?n công th? toàn di?n vcl,1
4433,Team Blast: s1mple get_right smooya styko cypher,0
4434,team cãi nhau r awesome,0
4435,Team có 2 458 thì sao win ?ây awesome,0
4436,Team connect lâu vl,1
4437,team dam to vl,1
4438,team ?éo ai set up cho mà b?n,1
4439,team Gánh awesome,0
4440,team gì mà oracle nó counter g?n h?t team,0
4441,team kia bi?t ngài là vua mát xa nên th? cho free farm ?? late game ?c mát xa free,0
4442,team kia th?y pick ES mid h?i m?t ??y,0
4443,team ko có ai ?? n?ng ?ô ?? gánh ngài thì sao win n?i.,0
4444,team ko có nhân t? gánh team,0
4445,Team làm h?t cc hater ngu h?c,2
4446,team làm h?t cmnr có gì mà re,1
4447,team legend Pháp ch? có ph?i Ex G2 ? ?âu,0
4448,team m?i cái ulti CM là aoe ?ánh gì,0
4449,team này b?t con AM n?i không nh?,0
4450,"team này có gì b?t am ?âu, nó throw thì may ra awesome",0
4451,team ngài coi nh? b?,0
4452,team ngài t? n?n th?,2
4453,team ng??i nghi?n awesome,0
4454,team nh? lìn ,2
4455,team nó thì ?ánh nh? r?ng nh? h? mà team ngài ?ánh awesome,0
4456,team quá nhi?u 458,0
4457,team tao c?ng 4 mid,0
4458,team toàn 458 k z bây,0
4459,tem không có th?ng nào mua diffu à,0
4460,tên nghe cute th? awesome,0
4461,Tengu chia tay 458 r à ae lâu r ko th?y,0
4462,tenz,0
4463,tèo tèo tèo teo téo,0
4464,tha cái ,0
4465,tham lam,0
4466,th?n cóc DH ?,0
4467,th?ng béo :)),1
4468,Th?ng béo béo bu?c tóc là tier 1 t? à,2
4469,th?ng BM tên dont pick me 458 luôn mà awesome,0
4470,th?ng bm tên sai r,0
4471,th?ng con s0mple g?p l?i ng??i b? xa x? bodyy,2
4472,th?ng cypher này ??t ???c trap k,0
4473,th?ng kotl ng??i ?n ??,0
4474,thang nao de thang s1mple try hard the,0
4475,th?ng nào ngh? ra cái này ??y ?????,0
4476,Th?ng Nyx account bu?e ch?c r?i report ?i thôi,0
4477,Th?ng nyx ch?i ngài r?i awesome,0
4478,thang simple nhin tryhard the,0
4479,th?p hp cho th?ng BS nó ch?yawesome,0
4480,Th?t ra thì,0
4481,th?t ra thì-,0
4482,th?t rio chán vcl,1
4483,thau,0
4484,thau ch?a,0
4485,th?y anh Suy?n chx,0
4486,Th?y gi? là h?t show,0
4487,th?y ngta ?ánh medusa hay cái bú li?n,0
4488,"th?y ng??i ta ?ánh medusa cháy c?ng bú theo , ai ng? sml =))",1
4489,The Anh?,0
4490,the co ah,0
4491,th? còn k gi?t ?c,0
4492,Th? ?? ngài ?âu awesome,0
4493,th? là no hope à Ngài awesome,0
4494,th? này ch?a divine ???c ?âu,0
4495,th? thua tr? ti?n cho ng ta ch?i k,0
4496,thg kia là thg thiên m?nh à,0
4497,thì ??,0
4498,thì ngài massage nó,0
4499,"thì ra ngài bi?t tr??c t??ng l?i, k nh?n kèo 500k",0
4500,thì ra rank 10k h? ?ánh nh? v?y ,0
4501,Thi?u cái linkend,0
4502,thi?u ?á à,1
4503,thi?u dmg quá,0
4504,this 11k awesome,0
4505,th?t 2 sp quá nhanh,0
4506,th? c,0
4507,thò ??u lên check,0
4508,th?i,0
4509,thôi awesome,0
4510,Th?i bài Dixie Horn ?i!!!,0
4511,thôi b? ?i,0
4512,thôi cook giùm,0
4513,Thôi end s?m ngh? s?m ?i h?c Ngài ?i,0
4514,Thôi gg off m?y ngày,0
4515,thôi t?t stream b?t xe lên Xì Gòn nào awesome,0
4516,thoi tha tao,0
4517,thôi thua,0
4518,Thôi xong,0
4519,thoidaimoi,0
4520,Th?m,0
4521,throw throw :)),0
4522,thua,0
4523,Thua,0
4524,thua à fanboy?,0
4525,thua ch?a ?,0
4526,thua phát card kênh chat,0
4527,thua theanh,0
4528,th?c ra thì ??,0
4529,Th??ng dân ch?i dota hay ch?i c? CSGO,0
4530,Tí chung k?t bomman cast à ae,0
4531,tí l?i ? th?y Sleepy ?âu awesome,1
4532,tí liken n?a là ?? b?,0
4533,tí m? lên b? m lên vi?n,0
4534,t? n?m m?i th?y 1 con NS,0
4535,tí thì ?a,1
4536,tí xem ngài Swap c?u ng??i b? Rupture m?i vui nè awesome,0
4537,"ti?c th?, qu? ??y lên tí là ??p",0
4538,ti?n sô ?,0
4539,ti?ng ai ?ây =)),0
4540,ti?ng anime =]]]],0
4541,Ti?ng anime mà =]]]],0
4542,ti?ng g?i n?i hoang dã,0
4543,ti?ng Pháp :))),0
4544,tier 4 try hard,0
4545,tii là th?ng tí ?ó ae awesome,0
4546,tilted,0
4547,tìm cô vy awesome,0
4548,timber c?a ?au vl awesome,1
4549,timber ko 1 tác d?ng,0
4550,timber nó m?nh,0
4551,Timber th?i l?a,0
4552,timing qu? awesome,0
4553,tin chu?n,0
4554,tinker,0
4555,tip nó awesome,0
4556,toàn thua ko,0
4557,toàn yêu quái ta ?i awesome,0
4558,t?c ?? th?,0
4559,tôi bão g?y xanh bkb ch? orchid gì,0
4560,tôi ?ã khóc,0
4561,tôi fan GL 30 n?m awesome,0
4562,t?i kotl vl awesome,1
4563,"tôi nghe ra là ""c??i con ben này"" awesome có ai nghe th?y nh? thôi không?",0
4564,Tôi ra r?i ae ,0
4565,tôi t??ng áo mu,0
4566,tôi yêu vnpt ,0
4567,t?t d?i,0
4568,tp ??,0
4569,tp cl gì lâu th?,1
4570,tp ?i b?,0
4571,tp forfun roi,0
4572,tp god,0
4573,tp lâu vc,1
4574,tp ngu vcc,2
4575,tp ra ch?tawesome,0
4576,tp thì ?âu có set quckcast làm gì ta,0
4577,tp thi tp outp[st,0
4578,tp vay thi cht la dung,0
4579,tp vcl ...,1
4580,trai qu?t ?âu ?,0
4581,tr?n MC cô Vy ?n mà ?úng ko? t ko ch?i bet,0
4582,tr?n nào ngài c?m carry c?ng méo có ?? dame,0
4583,tr?n này ko bi?t sao win ta awesome tí n?a omni n?p b?i r?i nó buff buff thì có cl gi?t ???c medusaawesome,1
4584,tr?n sau lick,0
4585,tr?ng quá,0
4586,trao cup cho vai l?,0
4587,trêu no,0
4588,trò ?ùa arab,0
4589,trò h? VS mid,0
4590,tr?i ?i ed sheeran,0
4591,tr?n awesome,0
4592,Trông b?t t? vl,1
4593,trông ngài bâng khuâng quá,0
4594,trông nó ?ánh ngh? th? d? ngài ng?ng l?m,0
4595,Trông simp1e m??t v?y =)),0
4596,"trung binh giong phap""",0
4597,tr??t con nhi?u ti?n,0
4598,truy kích,0
4599,Truy?n ?i?n :)),0
4600,try hard quá nah,0
4601,try hard th?,0
4602,tt lv 5 :V,0
4603,T? ái bây ?i,0
4604,t? ?ó 1-10 incoming,0
4605,T? d?ng nh? ??n ông thi ? indo got talend =)),0
4606,t? nhiên anh wind kho? luôn :)),0
4607,T? nhiên d? awesome,0
4608,T? nhiên ???c 2 agi,0
4609,T? t?,0
4610,t? thiêu :))),0
4611,tu?n sau gi?i gì th? ae dallas à,0
4612,t?i nó bi?t ngài vô h?i nên k care,0
4613,tungf tt,0
4614,t??ng ?i s?n hóa ra kéo c? team ch?t,0
4615,t??ng off :v,0
4616,Tuy?n pháp th?ng ch?c r?i,0
4617,tý nó l?i pick Void ngay ?ó mà,0
4618,u1 u2,0
4619,?a ??? sao ko ch?t z,0
4620,?a ch?a s?i h? ta awesome,0
4621,?a c?m kìa ngài awesome,0
4622,?a mày nãy gi? ch? th?y con magnus ?âu nh?,0
4623,?a s cái con cóc sang nh? bug ?? v m.n?,0
4624,u?y xem anh Suy?n v?y Awp thì còn k b?ng,0
4625,ulti ?n h?i vl,2
4626,ulti cho nó cd,0
4627,ulti impact ?o à awesome,0
4628,Ulti l?y music do? nó ch? ,0
4629,"ulti l?y t?c bò ra cho l? t hôi, ch?c th? ",0
4630,ulti n?a s,0
4631,ulti s?m cho có l?i nhanh mà ae ng géc awesome,0
4632,ulti tr? vc,1
4633,ulti tr??c l?y l?i th? awesome,0
4634,ulti xong ?? rubick c??p,0
4635,ulti? awesome,0
4636,ultras Vitality,0
4637,until,0
4638,u?t ?ì,0
4639,update w/l @quocthaiak,0
4640,utube ch?m h?n 5p so v?i bên 360 thì ph?i,0
4641,vac s0mple,0
4642,vãi =)) b?n ch?t ? awesome,1
4643,Vai gì?,0
4644,vai lz,1
4645,vailoz vs mid,1
4646,Vailozz zues h?t,1
4647,vaiz n?i nhanh th?,1
4648,valocon à,0
4649,valo??n r,2
4650,valorant,0
4651,v?n ??ng viên nh?y 3 b??c dh,0
4652,v?n nh? m?i khi,0
4653,V?n s?ng ????,0
4654,v?n venge ?,0
4655,vang,0
4656,vang bth ma ba,0
4657,vang th? nh?,0
4658,vang vãi ch??ng ko bình th??ng,0
4659,vang vl,1
4660,Vào m?m -44 :)),0
4661,vào tr?n nhanh cái,0
4662,v?y ác,0
4663,v?y chu?t ?a,0
4664,v?y gãy c? tay,0
4665,"v?y là ""c??i con bé này"" à awesome",0
4666,vc ng nhà,1
4667,vc od,1
4668,vc speed =)),1
4669,vcc nó ss cái full hp,1
4670,vcl 10 thang hack :))\,1
4671,vcl bên blast kia v?a warmup v?a phát c?m chó ?=)),1
4672,vcl gaygun,1
4673,vcl h?c ch?i thì xem demo 1 th?ng b?n v? trí gi?ng mình ch? ?i xem gi?i thì h?c ???c mo? gì awesome,1
4674,vcl k ch?t r ??ng nhìn ai cái mana shilde ch?a ?? trâu à,1
4675,vcl l?c,1
4676,vcl m249,1
4677,vcl rank 100 awesome,1
4678,Vcl s0mpel b?n gi?i sao không b?n v?y ?i?,1
4679,vcl sóc l? luôn,1
4680,vcl truy kích,1
4681,vcl t? hu? ki?u gì th? :)),1
4682,vcl vui ve 2 tr,1
4683,V? ?ích dùng ngôi sao hi v?ng ?i còn t?ng t?c gì,0
4684,Vé xem bao nhiêu ti?n th? anh em sao nhìn c?u th? quá v?y?,0
4685,vê-ri lâu,0
4686,vê-ri lâu - gô gô,0
4687,vét m?ng luôn awesome,0
4688,"vice car lone, 200m may ra",1
4689,view party ác,0
4690,viewer c?n nh?ng pha t?u hài gi?i trí ch?,0
4691,vita vs GL là tranh h?ng 3. b?n xongwh ngh? 1 ti?ng 3h chung k?t navi vs átralis,0
4692,vitality = 2 li?t + zywoo+ spinbot + botpex,0
4693,vkl 200tr =))),1
4694,vl -30,1
4695,vl awp b?n -44=))),1
4696,vl bóp dái,1
4697,vl có c? pro tracker á awesome,1
4698,vl cypher setup,1
4699,vl ??y,1
4700,vl ?i?c,1
4701,vl ES ??y xa th?,1
4702,vl hèn,1
4703,vl khinh anh suy?n à,1
4704,vl l?a =))),1
4705,vl qu? stack,1
4706,vl s0mple?,1
4707,vl simple ??u tóc vl th?t,2
4708,vl súng,1
4709,vl thg cypher ng?i vcl,1
4710,vl ulti ?,1
4711,vl ulti t? 1 cây s?,1
4712,vl v?y,1
4713,vlone,1
4714,Vnpt hater,0
4715,Võ ?ang ki?m vs 5 ??c,0
4716,V? tay,0
4717,vô Vy l?n r,0
4718,void massage thoi,0
4719,vòng quanh socola,0
4720,vs ch?c xem giáo á. c?a ngài r?i ,0
4721,VS l?y aura thôi awesome,0
4722,VS MID,0
4723,VS mid thì ch?u r?i,0
4724,vs mid thì hi?u r?i ?ó ae,0
4725,vs support :V,0
4726,vtfaded b? banned,0
4727,v? ?i?u xe t?ng,0
4728,v?a bò ra l?i lane :)),0
4729,vua choi game vua dc thoi ken,0
4730,v?a nh?y d? g?p jugenaunt,0
4731,v?a onl stream thì l?y ?âu ra +-mmr awesome,0
4732,Vua slark akcat-orange-whistling,0
4733,vua t?m qu?t awesome,0
4734,v?a thi ??u v?a ???c th?i kèn m?i nói,0
4735,Vui,0
4736,vui v?,0
4737,vy neva know,0
4738,vy neva know ?awesome,0
4739,warzone,0
4740,Washdish,0
4741,WIKI GHI m87 mà,0
4742,win 3 game slark liên t?c,0
4743,win active theo ph?n c?ng mà máy tháo l?p nhi?u t?n công nên ?? free,0
4744,win ???c dell,1
4745,win khó quá fangay ph?i tác ??ng r awesome,0
4746,win ki?u gì vs mid 15p 4k net?,0
4747,win n?i ?éo ?âu,1
4748,wl sao r?i ae,0
4749,wooooo s1mple 120kg,0
4750,world of tank,0
4751,wot à,0
4752,wr ác,0
4753,Wr thì b? SD counter,0
4754,ww h?i nó scep nó th? di?u ngài,0
4755,w? -40 awesome,0
4756,w? 3/3/3 awesome,0
4757,w? ch?t t?t lolz awesome,1
4758,w? quyêtn,0
4759,xài tank phá c?ng à :v,0
4760,"Xbet tr? l??ng tháng mà bro , trc có nói ??y 3k usd tháng",0
4761,xe,0
4762,xe ??ng,0
4763,xém cook,0
4764,xem stream c??i nh? ?iênawesome,0
4765,"xin c?m ?n, chúng tôi ? nh?n awesome",1
4766,xin ch?t awesome,0
4767,xin link bài này ?i ngài awesome,0
4768,xin link nhac ae,0
4769,xin tên bài hát v?i ae ?i,0
4770,xl awesome,2
4771,xong cái game r?i ?ó,0
4772,xong lên daedalus,0
4773,xong quy awesome,0
4774,Xong r ?ó,0
4775,xong r?i ?ó awesome,0
4776,xong tr?n nó s?i cmnr còn ?âu mà g? awesome,0
4777,ý t??ng t? thewarowl ?ã thành hi?n th?c ,0
4778,yên tâm ?i 5 ông ex g2 ch? có t?u hài tr? lên,0
4779,yougotthis,0
4780,zeus tàu,0
4781,zues ch?t luôn -))),0
4782,??ng nói nhi?u,0
4783,Zeus non quá không h?c theo 369 ???c r?i :)))),2
4784,Nghe nó nói mà m?c m?t,0
4785,nói líu d? d cha n?i,0
4786,tính dame nh? cc,1
4787,tính dame nh? con c?c,1
4788,v? không anh gi?t gi?,0
4789,d m quái v?t,1
4790,?? má quái v?t,1
4791,vc l b?n garena chia team,1
4792,vãi c? l?n b?n garena chia team,1
4793,??p ?c th?ng mid ch? có cái vi l?n gì mà g?m,1
4794,ad b?n y?u quá,0
4795,leesin óc gáy,2
4796,Se ? nhà ?ánh ?ánh cl à,1
4797,"ông tr?i làm ?n hãy mang h?o não ?i, con s? t?ng cho ngài thêm bá ??n",2
4798,m?y con chó này gank con c?c,2
4799,lên h?t ?ây nào thi?u th?ng ad ch?a lên,0
4800,??t con m? ls,1
4801,bi?t ?ánh ad không ba,0
4802,"mãi ?ng h? Bá ?i?n, keme kênh chat b?n",1
4803,nó dan`,1
4804,rug ngu ác,2
4805,"còn ?éo chùy ?ii""",1
4806,bá ??n gánh team,1
4807,Khôn nhà d?i ch? m? côi v?p c? é é,0
4808,tí ke cm th?ng sion,1
4809,tí ke ch?t m? th?ng sion,1
4810,?i r?ng ki?u b? não c?t,2
4811,Bá ?i?n anh hay bình t?nh bl tròn vành rõ ti?ng ng??i giúp em,0
4812,?? má lv13,1
4813,"Tôi t?ng b? ?i?c t?m th?i nh?ng khi th?y Bá ?i?n bình lu?n tai tôi b?ng d?ng nghe rõ t?ng câu ch? kì di?u c?a anh ?y, tôi c?m ?n cu?c s?ng này khi có s? xu?t hi?n c?a Bá ?i?n bình lu?n cho MSI????",0
4814,mid tao b?o may tu?i l?n,2
4815,m? nó ngu,1
4816,m?,1
4817,di chuy?n max ??n,1
4818,ad vào sau mà không hành ???c à,0
4819,khóc vì mày không gank ???c tem,0
4820,mày ngu b? m? ra,2
4821,??ng t? v? nguy hi?m,0
4822,th?ng óc c?c,2
4823,mày không bi?t vi?t ti?ng vi?t à,0
4824,ping ?náh c? ng? ng?,0
4825,nói thì có th? nói ti?ng mi?n Nam nh?ng vi?t thì nên vi?t chu?n m?c c?a ti?ng Vi?t Nam nha.,0
4826,tuy?n th? nào ch? tuy?n th? này có ??c update bao h ?âu,0
4827,?ng là di?n viên hài mà,0
4828,huy?t ki?m hút ?c con c?c mà hút,1
4829,không ch?i thì ??t cái con c? nhà mày cút con m? mày ?i,2
4830,??t con m? mày nh? không thích thích ?a n?ng à,2
4831,4vs5 ch?p th?ng ngu pyke,2
4832,ng??i làm chó h??ng,0
4833,làm ri?t game nát vãi con c?c,1
4834,gi?ng nh? nhân viên ??i ng? ?n r?i h?p tìm cách phá game v?y,0
4835,nh?t b?n cút r?i,0
4836,l sao h?t lag v?y,0
4837,b?o b? r 4 vs 5 ?ánh cdg,1
4838,húc ngu,1
4839,Nh?t ?ánh nh? m?y th?ng SE,0
4840,outplay gì out trình thì có,0
4841,h câm th?,0
4842,thua lane ngu l?n r?i s?a d it m? mày,2
4843,ngu th?t s?,1
4844,né ?i,0
4845,b?t xàm l?n ?i ba,1
4846,oai boài gì cái lo?i vào game s?a nh? con súc v?t,2
4847,th?y không nói gì b?t ??u s?a nhi?u h?n à con súc sinh,2
4848,Blv chán quá,0
4849,h?t s?a ??i gi? lên all s?a,0
4850,ngu quá à,1
4851,gam g?p blg. BLG n?c cho gam th? oxy,0
4852,vãi game 1 b? aphe nó b?n vô m?m mà v?n nh? cho ch?i kìa,2
4853,team ngu vjk,1
4854,dbrr,1
4855,ks ?n l?n à,2
4856,"t không chê sân kh?u. nh?ng giao di?n LMHT trông nh? c?a th?p niên 80-90, UI c?a LoL d?o này nh? h?chh",2
4857,SE c?a chúng mày là nh?t :))) b? mày xin thua oke ch?a,0
4858,vãi l?n waiting room nhìn gi?ng c?ng ng?m v?y,2
4859,ph? ?iên,1
4860,má cái áo DFM kìa,1
4861,1 tr?n cút luôn :)),0
4862,móa spppppppp nh? lolzzzzzzzzz,2
4863,hên g?p bot nó late ngu,1
4864,râu nhí ngu,2
4865,Vãi c? l?n nàh tài tr?,1
4866,hlv v?n phòng,0
4867,anni ?éo có flash,1
4868,suýt ch?t,0
4869,c?n th?n thua nh?c l?m con zai,0
4870,gi?t gay,1
4871,ng?ng vãi l?n,1
4872,s?a lên anie,2
4873,t?u hài vãi n?i,1
4874,c??p ?i em,0
4875,?ánh v?i th?ng sp này m?t vãi c? l?n,1
4876,kda rác vãi c?c,2
4877,cái game ?ang win ?éo ?n 3r,1
4878,"vl, bot 5 ng??i? chi?n thu?t này sao phá",1
4879,"vãi l?n, bot 5 ng??i? chi?n thu?t này sao phá",1
4880,team nh? này ez nó mà b?n cho nát ng??i,0
4881,lv 1 thách mày ?ánh l?i tao,0
4882,th?ng viego không dám ?n ?âu,0
4883,lol mid cày thuê,1
4884,m? nó gà,2
4885,GenG ?ánh xúc ph?m ng??i hâm m? quá,2
4886,Golden Guardians 2-0 Gam ??n Golden Guardians 2-0 Gam ??n Golden Guardians 2-0 Gam ??n,2
4887,dell,1
4888,nghi?n r?i,0
4889,?úng dell bt chs,1
4890,H?i nh? ko h?i,0
4891,Ông kia nh? th?y cúng ?i :)),0
4892,??c b?ng x?p h?ng còn không xong. th? chán vãi nhái,1
4893,nói nh? nói,0
4894,gân ?àm chu?n b? ?ái é é é,1
4895,b? 3 hu? di?t :))))))) bá ??nnnnn,1
4896,blv chán òm,0
4897,Ngài Bá ??n Bú ?á nay l?i không làm ae th?t v?ng v?i nh?ng câu h?i h?i c?ng nh? không :)),2
4898,eo hieu luon,1
4899,spam b?n quy?n cái ? gì,1
4900,xem chán ?a,1
4901,"TH?NG làm VUA, THUA nghe SE S?A",2
4902,gáy to quá T con nghe ng?a tai,0
4903,3 gà th? oxy,0
4904,"tr?n 1 ch?n nocturne xem chán vãi c?c, ?ánh maokai t? ??u có ph?i ngon k",1
4905,nhìn ?nh 1 l?n ám ?nh vãi c? c?c,1
4906,SE con gi?ng fan Rô c? quá haha,0
4907,M?Y CON GÀ SE ?ÂU R?I,0
4908,B?o r?ng l?n l?i t? ái =)),1
4909,"gi? gi?i ?i r?ng toàn tanker m? combat... ki?u nh? ng? không, sejuani,..có m?i con elise là ?c tr?ng dùng do m?nh ??u game .... nh?ng ??u game ko làm ?n ?c j là cút",0
4910,qua ?i r?ng hành ?c snake 1 game vui vãi c? c?c,1
4911,chú bé ??n samira,2
4912,k có Bá ??n thì k xem,2
4913,Gân ?àm ra b? R7 g?p,0
4914,toàn nh?ng nhân t? tr? tu?i ch?a có kn gì nên h?i y?u v? m?t tâm lý :v,0
4915,khoái khoái ch?y n??c mi?ng,0
4916,Ko gank dc thì ?n full r?ng ch? sao h?i ng? th? ông,0
4917,zin c? vãi c? l?n r mà,1
4918,c? th?y ys nó lách là b?o tool vãi l?n,1
4919,có c?t ??u moi ko :)),0
4920,nh?c t?m ??,0
4921,Style out trình vãi c?c,1
4922,"vãi ông KC1 mà ko bi?t t?i ?u sát th??ng con udyr à, nhìn ?ánh con atrox tù quá",0
4923,con t??ng x?u vcl,2
4924,"Không sao, ban m?y ??a ??y ?i, cho v? xem th?i s? 17h30 vtv1",0
4925,? ?âu c?ng có tr? trâu mà :)),1
4926,ad nó hai m?ng ??u bót kh? vãi c?c,1
4927,"Thua ai k thua , ?i thua th?ng y?u nh?t Wildcard ??",0
4928,"Bi?t ông ??n không, ??n nào, ??n nh? lành ?ó",1
4929,con t??ng rác th?t,2
4930,t??ng rác vl,2
4931,"t th?y bl ki?u ?ó vui mà, m?y th?ng chê ch?c não k có n?p nh?n quá =))",0
4932,móa tank,1
4933,c??i ??u quá ông ?i,0
4934,Mad c?m bình oxi v?a th? v?a ?ánh r,0
4935,Yagao mai g?p b? Faker d?y cho cách ch?i game,0
4936,Doran ?ánh Gargas méo có áp l?c lun:v,1
4937,mc wubi,0
4938,Già nh?ng ngon,0
4939,hão não,0
4940,cháu n?i zeus ?ánh v?i cháu ngo?i zeus,0
4941,Em th?y con sylas nó r?t là hãm luôn,2
4942,Rumble vô d?ng,0
4943,em th?y cón sylas nó ?éo có tác d?ng em k hi?u anh luôn anh ren,2
4944,Gam con là b?n ch?q h?c h?t c?p 2 ch?p nó làm gì,2
4945,Chê GAM ra MSI b? n?c.. trong khi ?éo bao gi? ???c ?i MSI :))),1
4946,Th?ng nhi?u ?? lzi. r?i c?ng ?i theo tê li?t thôi.,0
4947,CES nên cân nh?c ??i hình 4 nô l?,0
4948,ch?i nh? gà mà tg mình là GenG s? th?t,0
4949,H?o l?c qu? vãi c?c,1
4950,??a ng?c ác vãi l?n,1
4951,yado th? oxi cmnr,1
4952,"làm blv mà nc k rõ ch? thì làm blv chi v tr?i, th? mà v?n có job m?i ghê ch?",0
4953,b?n SE con l?c quan quá,0
4954,sp ?n 2 m?ng phí vãi c?c,1
4955,yado thì ?ánh ??m cái qu?n què gì,2
4956,Nói tht nha nay ces ?ánh ??n ác :)))),2
4957,"T?p l?c b?ng, sp l?c ?ít là dô th? li?n.",0
4958,"B?n hàn c?m VCS mih train ? server nó, khi?n trình VCS mih b? h? th?p mà t?i bây th?n t??ng b?n hàn x?ng này l?m v?y",2
4959,Team VN v? n??c s?m mà m?y ??a này gáy quá,2
4960,Peyz g?p b? Guma ng?p vãi c? l?n,1
4961,geng con vô hang h?t m? r h??,1
4962,"sao bây dám s? nh?c idol kênh VCS, bá ??n ko ph?i là 1 blv, ngài là 1 h? t? t??ng, ngài là k? th?ng nh?t kênh chat, ?em l?i ti?ng c??i trên t?ng câu bình lu?n",2
4963,m?y th?ng blame blv nhi?u t??ng th? là hay,0
4964,toàn hu?n luy?n viên onl :))),0
4965,m? ??c chính t? à,1
4966,k? chuy?n à,0
4967,Bu?n ng? quá bá ??n,2
4968,bình lu?n hay tr? bài v?y cha,2
4969,kh? gõ ??u gà,0
4970,wtf ban ?i,0
4971,vl c? jax c? wukong tí nx ad ko ?c b?n thì hi?u vì sao,1
4972,4 nô l? r?i,0
4973,thôi ?? gam ?i msi ?i ch? se mà ?i nh?c vn l?m,2
4974,m?y b?n se vs gam c?n nhau c??i vãi l?n:))),1
4975,th?ng kêu out trình làm b? thua kêu nh? ??? ?úng fan gân ?àm,0
4976,SE ?ánh v?y ?òi ?i london. thôi ?i LonDon b? ch?i ác h?n n?a. ? nhà nghe Ren bóng gi?ng ??o ?i,2
4977,style t? vãi c?c,1
4978,Quá d?t,1
4979,Thanh t?y l?y tele b gà,0
4980,Gi? ??n ??i lót ???ng ?ánh à trò c??i c?a VN b?t ??u,0
4981,khôn nhà d?i ch?:)) GAM bao n?m v?n v?y,0
4982,"H?n ti?n r?i? ?ánh gì n?a, bán ?? vãi l?n",1
4983,clm gam m?nh nh?t t? trc t?i gi? ?ây à :)) tu?i j ?? 2017,1
4984,cái l?n má gam m?nh nh?t t? trc t?i gi? ?ây à :)) tu?i j ?? 2017,1
4985,BL ko ?c thì ngh? ?i,2
4986,R?ng k bi?t ganh ?ánh vãi c?c gì,2
4987,"L?y tr? b? r?ng, chi?n thu?t m?i c?a b?n Gân ?àm",2
4988,gam b? d?t nh? d?t con z,2
4989,ông nào b?c th?m thúi z,2
4990,NH?C,1
4991,Qu?c nh?c gân ?àm,1
4992,Nh?c nhã VCS,1
4993,Thôi rút kn v? VCS làm b? ti?p thôi,0
4994,Lâu ko ch?i vào th? game g?p vayne top zed r?ng rank v?n nát nh? ngày nào :)),0
4995,Kh? n?ng g?p e Nguy?n leo rank giúp thôi ch? ch?i mà ??ng ??i v?y n?n l?m,0
4996,nói cl j th?,1
4997,Team t? quá,2
4998,c?c ?á c?c c?n =)),0
4999,sylas ?ánh ác vãi c?c,1
5000,m?y tg se con l?c quan nh? m?y tg chân ?èn v?y,0
5001,game late m?nh vvãi c?c,1
